lucode,code,nlcd,lulc_desc,notes,bioregion,bio_desc,nlud_simple,nlud_simple_class,nlud_simple_subclass,fertilizer,pesticide,irrigation,planting_diversity,mowing,public_access,green_space,building_type,tree,tree_canopy_percentage,tree_canopy_cover,tree_canopy_colors,shade,kc,albedo,green_area,building_intensity
1036,60220,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.429568656,0.227898551,0,0.33
1037,60221,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.51572234805,0.214864184,0,0.33
1038,60222,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.6593118348,0.193140239,0,0.33
1039,60223,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.80864490102,0.17054733619999998,1,0.33
1040,60230,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.327539141,0.208190217,0,0.66
1041,60231,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.42899726029999996,0.19811210010000002,0,0.66
1042,60232,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.5980941258,0.18131523859999998,0,0.66
1043,60233,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.77395486592,0.16384650264,1,0.66
1044,60240,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.178906654,0.161841892,0,1.0
1045,60241,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.30265964635,0.15871602385,0,1.0
1046,60242,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.5089146336,0.15350624359999998,0,1.0
1047,60243,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.72341982034,0.14808807213999997,1,1.0
1048,60310,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.613452222,0.231965986,0,0.0
1049,60311,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.67202337915,0.21832150375,0,0.0
1050,60312,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.7696419744,0.1955807,0,0.0
1051,60313,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.87116531346,0.17193026409999998,1,0.0
1052,60410,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.141895445,1,0.0
1053,60411,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.141895445,1,0.0
1054,60412,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.141895445,1,0.0
1055,60413,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.141895445,1,0.0
1056,60420,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.140110097,1,0.0
1057,60421,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.140110097,1,0.0
1058,60422,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.140110097,1,0.0
1059,60423,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.140110097,1,0.0
1060,60430,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.141002771,1,0.0
1061,60431,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.141002771,1,0.0
1062,60432,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.141002771,1,0.0
1063,60433,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.141002771,1,0.0
1064,60520,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.967734818,0.188666667,1,0.0
1065,60521,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.97316358575,0.18151708260000002,1,0.0
1066,60522,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.982211532,0.1696011086,1,0.0
1067,60523,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.9916213961,0.15720849564,1,0.0
1068,60710,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.931543033,0.192887681,1,0.0
1069,60711,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.9424005684999999,0.1851049445,1,0.0
1070,60712,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.960496461,0.172133717,1,0.0
1071,60713,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.9793161892,0.15864364039999998,1,0.0
1072,60810,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.931543033,0.170985145,1,0.0
1073,60811,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.9424005684999999,0.16648778890000002,1,0.0
1074,60812,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.960496461,0.15899219539999998,1,0.0
1075,60813,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.9793161892,0.15119677816,1,0.0
1076,60820,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.717213727,0.160713043,0,0.0
1077,60821,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.7602206584,0.1577565022,0,0.0
1078,60822,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.8318988774,0.1528289342,0,0.0
1079,60823,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.90644422516,0.14770426348,1,0.0
1080,60900,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,1.0,1.1,0.1605,1,0.0
1081,60901,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,1.0,1.08558899045,0.15757541565,1,0.0
1082,60902,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,1.0,1.0615706412,0.15270110839999998,1,0.0
1083,60903,90,Woody Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,1.0,1.03659155798,0.14763182885999998,1,0.0
1084,60950,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,1.1,0.141963768,1,0.0
1085,60951,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,1.08558899045,0.14181961845,1,0.0
1086,60952,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,1.0615706412,0.14157936919999997,1,0.0
1087,60953,95,Emergent Herbaceuous Wetlands,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),60,Other Development,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,1.03659155798,0.14132950998,1,0.0
1088,70110,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,0.0,1.0,0.056353535,0,0.0
1089,70111,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,0.15,1.00058899045,0.0690509204,0,0.0
1090,70112,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,0.4,1.0015706412,0.09021322939999998,0,0.0
1091,70113,11,Open Water,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,0.66,1.00259155798,0.11222203075999998,1,0.0
1092,70120,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.0,0.8,0,0.0
1093,70121,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.15058899045,0.70115041565,0,0.0
1094,70122,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.4015706412,0.5364011084,0,0.0
1095,70123,12,Perennial Ice/Snow,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.66259155798,0.36506182885999994,1,0.0
1096,70210,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,0.0,0.5676214577,0.17673333370000002,0,0.0
1097,70211,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.64812612854,0.17348879086000002,0,0.0
1098,70212,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.7823005799400001,0.16808121946,0,0.0
1099,70213,21,"Developed, Open Space",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,0.66,0.9218420093960001,0.162457345204,1,0.0
1100,70220,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.47252552160000005,0.25068840610000004,0,0.33
1101,70221,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.567294582855,0.23635060240000003,0,0.33
1102,70222,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.72524301828,0.2124542629,0,0.33
1103,70223,22,"Developed, Low Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.889509391122,0.18760206982,1,0.33
1104,70230,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.3602930551,0.22900923870000003,0,0.66
1105,70231,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.47189698633,0.21792331011000005,0,0.66
1106,70232,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.65790353838,0.19944676246,0,0.66
1107,70233,23,"Developed, Medium Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.851350352512,0.18023115290400002,1,0.66
1108,70240,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,0,0.0,none,#ffffff,0.0,0.1967973194,0.1780260812,0,1.0
1109,70241,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.332925610985,0.17458762623500002,0,1.0
1110,70242,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.55980609696,0.16885686796,0,1.0
1111,70243,24,"Developed, High Intensity",,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,3,0.66,high,#31a354,0.66,0.7957618023740001,0.162896879354,1,1.0
1112,70310,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,0.0,0.6747974442000001,0.2551625846,0,0.0
1113,70311,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.7392257170650001,0.24015365412500003,0,0.0
1114,70312,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.8466061718400001,0.21513877,0,0.0
1115,70313,31,Barren Land,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,0.66,0.9582818448060001,0.18912329051,1,0.0
1116,70410,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.141895445,1,0.0
1117,70411,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.141895445,1,0.0
1118,70412,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.141895445,1,0.0
1119,70413,41,Deciduous Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.141895445,1,0.0
1120,70420,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.140110097,1,0.0
1121,70421,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.140110097,1,0.0
1122,70422,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.140110097,1,0.0
1123,70423,42,Evergreen Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.140110097,1,0.0
1124,70430,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,1.0,1.003926603,0.141002771,1,0.0
1125,70431,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,1.0,1.003926603,0.141002771,1,0.0
1126,70432,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,1.0,1.003926603,0.141002771,1,0.0
1127,70433,43,Mixed Forest,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,1.0,1.003926603,0.141002771,1,0.0
1128,70520,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,0.0,1.0645082998000002,0.20753333370000002,1,0.0
1129,70521,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,0.15,1.070479944325,0.19966879086000003,1,0.0
1130,70522,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,0.4,1.0804326852000001,0.18656121946,1,0.0
1131,70523,52,Shrub/Scrub,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,0.66,1.09078353571,0.17292934520400002,1,0.0
1132,70710,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,0.0,1.0246973363,0.21217644910000003,1,0.0
1133,70711,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,0.15,1.03664062535,0.20361543895000003,1,0.0
1134,70712,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,0.4,1.0565461071,0.1893470887,1,0.0
1135,70713,71,Herbaceuous,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,0.66,1.07724780812,0.17450800444,1,0.0
1136,70810,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,0.0,1.0246973363,0.18808365950000003,1,0.0
1137,70811,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,0.15,1.03664062535,0.18313656779000004,1,0.0
1138,70812,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,0.4,1.0565461071,0.17489141494,1,0.0
1139,70813,81,Hay/Pasture,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,0.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,0.66,1.07724780812,0.166316455976,1,0.0
1140,70820,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,-1.0,-1.0,0.0,-1,-1,0,0.0,none,#ffffff,0.0,0.7889350997,0.1767843473,0,0.0
1141,70821,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,-1.0,-1.0,0.0,-1,-1,1,0.15,low,#e5f5e0,0.15,0.83624272424,0.17353215242000003,0,0.0
1142,70822,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,-1.0,-1.0,0.0,-1,-1,2,0.4,medium,#a1d99b,0.4,0.91508876514,0.16811182762,0,0.0
1143,70823,82,Cultivated Crops,,NA28,Southern Mixed Forests & Blackland Prairies (NA28),70,Agriculture,,1.0,1.0,1.0,-1.0,-1.0,0.0,-1,-1,3,0.66,high,#31a354,0.66,0.9970886476760001,0.162474689828,1,0.0
